DateHeure	Group1	Lib	Valeur					
01/01/2018 13:34	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:36	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:36	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:38	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:38	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:40	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:40	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:42	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:42	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:44	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:44	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:46	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:46	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:48	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:48	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:50	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:50	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:52	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:52	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:54	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:54	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:56	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:56	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 13:58	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 13:58	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:00	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:00	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:02	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:02	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:04	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:04	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:06	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:06	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:08	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:08	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:10	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:10	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:12	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:12	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:14	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:14	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:16	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:16	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:18	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:18	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:20	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:20	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:22	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:22	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:24	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:24	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:26	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:26	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:28	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:28	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:30	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:30	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:32	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:32	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:34	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:34	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:36	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:36	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:38	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:38	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:40	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:40	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:42	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:42	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:44	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:44	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:46	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:46	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:48	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:48	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:50	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:50	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:52	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:52	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:54	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:54	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:56	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:56	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 14:58	Ambiance	CO2 Cours 107	320	320	22		22	320
01/01/2018 14:58	Ambiance	Temp Cours 107	22	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:00	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:00	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:02	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:02	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:04	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:04	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:06	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:06	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:08	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:08	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:10	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:10	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:12	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:12	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:14	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:14	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:16	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:16	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:18	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:18	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:20	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:20	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:22	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:22	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:24	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:24	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:26	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:26	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:28	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:28	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:30	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:30	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:32	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:32	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:34	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:34	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:36	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:36	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:38	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:38	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:40	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:40	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:42	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:42	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:44	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:44	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:46	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:46	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:48	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:48	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:50	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:50	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:52	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:52	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:54	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:54	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:56	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:56	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 15:58	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 15:58	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:00	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:00	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:02	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:02	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:04	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:04	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:06	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:06	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:08	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:08	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:10	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:10	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:12	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:12	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:14	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:14	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:16	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:16	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:18	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:18	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:20	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:20	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:22	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:22	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:24	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:24	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:26	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:26	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:28	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:28	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:30	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:30	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:32	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:32	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:34	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:34	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:36	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:36	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:38	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:38	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:40	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:40	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:42	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:42	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:44	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:44	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:46	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:46	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:48	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:48	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:50	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:50	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:52	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:52	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:54	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:54	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:56	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:56	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 16:58	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 16:58	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:00	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:00	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:02	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:02	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:04	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:04	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:06	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:06	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:08	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:08	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:10	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:10	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:12	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:12	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:14	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:14	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:16	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:16	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:18	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:18	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:20	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:20	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:22	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:22	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:24	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:24	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:26	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:26	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:28	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:28	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:30	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:30	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:32	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:32	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:34	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:34	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:36	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:36	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:38	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:38	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:40	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:40	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:42	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:42	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:44	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:44	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:46	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:46	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:48	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:48	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:50	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:50	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:52	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:52	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:54	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:54	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:56	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:56	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 17:58	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 17:58	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:00	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:00	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:02	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:02	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:04	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:04	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:06	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:06	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:08	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:08	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:10	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:10	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:12	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:12	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:14	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:14	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:16	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:16	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:18	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:18	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:20	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:20	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:22	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:22	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:24	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:24	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:26	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:26	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:28	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:28	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:30	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:30	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:32	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:32	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:34	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:34	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:36	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:36	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:38	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:38	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:40	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:40	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:42	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:42	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:44	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
01/01/2018 18:44	Ambiance	Temp Cours 107	21.9	FAUX	FAUX		FAUX	FAUX
01/01/2018 18:46	Ambiance	CO2 Cours 107	320	320	21.9		21.9	320
